date,model,office,party,candidate,win_prob,est_diff,est_share,est_share_2p
2020-10-13,fivethirtyeight-polls-plus,P,R,Trump,0.129775,,,0.45810432876483714
2020-10-12,fivethirtyeight-polls-plus,P,D,Biden,0.8621,,,0.541406676679583
2020-10-12,fivethirtyeight-polls-plus,P,R,Trump,0.134325,,,0.458593323320417
2020-10-11,fivethirtyeight-polls-plus,P,D,Biden,0.85825,,,0.5414295625787189
2020-10-11,fivethirtyeight-polls-plus,P,R,Trump,0.137725,,,0.45857043742128106
2020-10-10,fivethirtyeight-polls-plus,P,D,Biden,0.851475,,,0.5408533191384897
2020-10-10,fivethirtyeight-polls-plus,P,R,Trump,0.144425,,,0.4591466808615103
2020-10-09,fivethirtyeight-polls-plus,P,D,Biden,0.84845,,,0.5405849295271121
2020-10-09,fivethirtyeight-polls-plus,P,R,Trump,0.147025,,,0.45941507047288793
2020-10-08,fivethirtyeight-polls-plus,P,D,Biden,0.843975,,,0.5402721795173939
2020-10-08,fivethirtyeight-polls-plus,P,R,Trump,0.151625,,,0.4597278204826061
2020-10-07,fivethirtyeight-polls-plus,P,D,Biden,0.83955,,,0.539789532788881
2020-10-07,fivethirtyeight-polls-plus,P,R,Trump,0.15645,,,0.460210467211119
2020-10-06,fivethirtyeight-polls-plus,P,D,Biden,0.82345,,,0.5383731943444059
2020-10-06,fivethirtyeight-polls-plus,P,R,Trump,0.17175,,,0.46162680565559405
2020-10-05,fivethirtyeight-polls-plus,P,D,Biden,0.814125,,,0.5368594765436381
2020-10-05,fivethirtyeight-polls-plus,P,R,Trump,0.180725,,,0.463140523456362
2020-10-04,fivethirtyeight-polls-plus,P,D,Biden,0.80915,,,0.5363875862624956
2020-10-04,fivethirtyeight-polls-plus,P,R,Trump,0.18655,,,0.46361241373750434
2020-10-03,fivethirtyeight-polls-plus,P,D,Biden,0.801225,,,0.5354667327270952
2020-10-03,fivethirtyeight-polls-plus,P,R,Trump,0.19425,,,0.46453326727290484
2020-10-02,fivethirtyeight-polls-plus,P,D,Biden,0.79335,,,0.5351870750969525
2020-10-02,fivethirtyeight-polls-plus,P,R,Trump,0.201875,,,0.4648129249030475
2020-10-01,fivethirtyeight-polls-plus,P,D,Biden,0.799275,,,0.5360225240301433
2020-10-01,fivethirtyeight-polls-plus,P,R,Trump,0.196175,,,0.46397747596985667
2020-09-30,fivethirtyeight-polls-plus,P,D,Biden,0.78185,,,0.5343189072506511
2020-09-30,fivethirtyeight-polls-plus,P,R,Trump,0.213425,,,0.46568109274934893
2020-09-29,fivethirtyeight-polls-plus,P,D,Biden,0.77935,,,0.5343857199745489
2020-09-29,fivethirtyeight-polls-plus,P,R,Trump,0.216025,,,0.46561428002545113
2020-09-28,fivethirtyeight-polls-plus,P,D,Biden,0.775725,,,0.5341034848998749
2020-09-28,fivethirtyeight-polls-plus,P,R,Trump,0.2196,,,0.46589651510012514
2020-09-27,fivethirtyeight-polls-plus,P,D,Biden,0.7756,,,0.5358572560176948
2020-09-27,fivethirtyeight-polls-plus,P,R,Trump,0.2197,,,0.4641427439823052
2020-09-26,fivethirtyeight-polls-plus,P,D,Biden,0.769675,,,0.5354622046589179
2020-09-26,fivethirtyeight-polls-plus,P,R,Trump,0.225325,,,0.46453779534108214
2020-09-25,fivethirtyeight-polls-plus,P,D,Biden,0.76685,,,0.5353926292718203
2020-09-25,fivethirtyeight-polls-plus,P,R,Trump,0.2281,,,0.46460737072817976
2020-09-24,fivethirtyeight-polls-plus,P,D,Biden,0.766175,,,0.5343643873792062
2020-09-24,fivethirtyeight-polls-plus,P,R,Trump,0.229275,,,0.4656356126207938
2020-09-23,fivethirtyeight-polls-plus,P,D,Biden,0.772925,,,0.5353025713227932
2020-09-23,fivethirtyeight-polls-plus,P,R,Trump,0.22235,,,0.4646974286772068
2020-09-22,fivethirtyeight-polls-plus,P,D,Biden,0.7686,,,0.5350430562681934
2020-09-22,fivethirtyeight-polls-plus,P,R,Trump,0.226,,,0.4649569437318066
2020-09-21,fivethirtyeight-polls-plus,P,D,Biden,0.769225,,,0.535198010463545
2020-09-21,fivethirtyeight-polls-plus,P,R,Trump,0.22535,,,0.46480198953645496
2020-09-20,fivethirtyeight-polls-plus,P,D,Biden,0.76835,,,0.5346899669902065
2020-09-20,fivethirtyeight-polls-plus,P,R,Trump,0.225775,,,0.4653100330097935
2020-09-19,fivethirtyeight-polls-plus,P,D,Biden,0.771425,,,0.5348863599290201
2020-09-19,fivethirtyeight-polls-plus,P,R,Trump,0.223425,,,0.46511364007097983
2020-09-18,fivethirtyeight-polls-plus,P,D,Biden,0.768,,,0.5347793232733038
2020-09-18,fivethirtyeight-polls-plus,P,R,Trump,0.22725,,,0.46522067672669626
2020-09-17,fivethirtyeight-polls-plus,P,D,Biden,0.7579,,,0.5338077098288686
2020-09-17,fivethirtyeight-polls-plus,P,R,Trump,0.2368,,,0.4661922901711314
2020-09-16,fivethirtyeight-polls-plus,P,D,Biden,0.760775,,,0.5338353627485568
2020-09-16,fivethirtyeight-polls-plus,P,R,Trump,0.233525,,,0.46616463725144314
2020-09-15,fivethirtyeight-polls-plus,P,D,Biden,0.757575,,,0.534514970079295
2020-09-15,fivethirtyeight-polls-plus,P,R,Trump,0.23765,,,0.46548502992070495
2020-09-14,fivethirtyeight-polls-plus,P,D,Biden,0.755925,,,0.5343906546879602
2020-09-14,fivethirtyeight-polls-plus,P,R,Trump,0.239225,,,0.4656093453120398
2020-09-13,fivethirtyeight-polls-plus,P,D,Biden,0.754475,,,0.5346247708464498
2020-09-13,fivethirtyeight-polls-plus,P,R,Trump,0.24095,,,0.4653752291535503
2020-09-12,fivethirtyeight-polls-plus,P,D,Biden,0.749775,,,0.5343928320417706
2020-09-12,fivethirtyeight-polls-plus,P,R,Trump,0.24515,,,0.4656071679582295
2020-09-11,fivethirtyeight-polls-plus,P,D,Biden,0.754575,,,0.5349617076648516
2020-09-11,fivethirtyeight-polls-plus,P,R,Trump,0.2405,,,0.46503829233514843
2020-09-10,fivethirtyeight-polls-plus,P,D,Biden,0.7457,,,0.5340221928458009
2020-09-10,fivethirtyeight-polls-plus,P,R,Trump,0.248775,,,0.46597780715419906
2020-09-09,fivethirtyeight-polls-plus,P,D,Biden,0.741525,,,0.5338986469243387
2020-09-09,fivethirtyeight-polls-plus,P,R,Trump,0.253625,,,0.4661013530756612
2020-09-08,fivethirtyeight-polls-plus,P,D,Biden,0.711825,,,0.5319502394284121
2020-09-08,fivethirtyeight-polls-plus,P,R,Trump,0.282475,,,0.46804976057158787
2020-09-07,fivethirtyeight-polls-plus,P,D,Biden,0.710275,,,0.5317104503995217
2020-09-07,fivethirtyeight-polls-plus,P,R,Trump,0.284875,,,0.4682895496004783
2020-09-06,fivethirtyeight-polls-plus,P,D,Biden,0.708875,,,0.5325073166836196
2020-09-06,fivethirtyeight-polls-plus,P,R,Trump,0.2859,,,0.46749268331638033
2020-09-05,fivethirtyeight-polls-plus,P,D,Biden,0.7034,,,0.5319235882802823
2020-09-05,fivethirtyeight-polls-plus,P,R,Trump,0.29205,,,0.4680764117197177
2020-09-04,fivethirtyeight-polls-plus,P,D,Biden,0.7081,,,0.5322966544759098
2020-09-04,fivethirtyeight-polls-plus,P,R,Trump,0.286825,,,0.4677033455240902
2020-09-03,fivethirtyeight-polls-plus,P,D,Biden,0.7013,,,0.5316994180799801
2020-09-03,fivethirtyeight-polls-plus,P,R,Trump,0.293225,,,0.46830058192001983
2020-09-02,fivethirtyeight-polls-plus,P,D,Biden,0.703325,,,0.5316611068234807
2020-09-02,fivethirtyeight-polls-plus,P,R,Trump,0.2919,,,0.4683388931765193
2020-09-01,fivethirtyeight-polls-plus,P,D,Biden,0.6881,,,0.5298659320931646
2020-09-01,fivethirtyeight-polls-plus,P,R,Trump,0.30725,,,0.47013406790683543
2020-08-31,fivethirtyeight-polls-plus,P,D,Biden,0.673975,,,0.5291627075688761
2020-08-31,fivethirtyeight-polls-plus,P,R,Trump,0.321275,,,0.4708372924311239
2020-08-30,fivethirtyeight-polls-plus,P,D,Biden,0.6865,,,0.530589818490409
2020-08-30,fivethirtyeight-polls-plus,P,R,Trump,0.3094,,,0.469410181509591
2020-08-29,fivethirtyeight-polls-plus,P,D,Biden,0.6882,,,0.531107377727579
2020-08-29,fivethirtyeight-polls-plus,P,R,Trump,0.307525,,,0.46889262227242107
2020-08-28,fivethirtyeight-polls-plus,P,D,Biden,0.692525,,,0.5311530017642561
2020-08-28,fivethirtyeight-polls-plus,P,R,Trump,0.3035,,,0.4688469982357439
2020-08-27,fivethirtyeight-polls-plus,P,D,Biden,0.6964,,,0.5309633745745936
2020-08-27,fivethirtyeight-polls-plus,P,R,Trump,0.2994,,,0.4690366254254063
2020-08-26,fivethirtyeight-polls-plus,P,D,Biden,0.69555,,,0.5307522391605253
2020-08-26,fivethirtyeight-polls-plus,P,R,Trump,0.30055,,,0.46924776083947467
2020-08-25,fivethirtyeight-polls-plus,P,D,Biden,0.725875,,,0.5337051915222331
2020-08-25,fivethirtyeight-polls-plus,P,R,Trump,0.27045,,,0.46629480847776694
2020-08-24,fivethirtyeight-polls-plus,P,D,Biden,0.726975,,,0.5336959658383482
2020-08-24,fivethirtyeight-polls-plus,P,R,Trump,0.269575,,,0.46630403416165184
2020-08-23,fivethirtyeight-polls-plus,P,D,Biden,0.729625,,,0.5342717093944093
2020-08-23,fivethirtyeight-polls-plus,P,R,Trump,0.2673,,,0.46572829060559073
2020-08-22,fivethirtyeight-polls-plus,P,D,Biden,0.7255,,,0.5338493339834927
2020-08-22,fivethirtyeight-polls-plus,P,R,Trump,0.271,,,0.46615066601650734
2020-08-21,fivethirtyeight-polls-plus,P,D,Biden,0.72875,,,0.534021240822936
2020-08-21,fivethirtyeight-polls-plus,P,R,Trump,0.267575,,,0.465978759177064
2020-08-20,fivethirtyeight-polls-plus,P,D,Biden,0.722825,,,0.5332299409174135
2020-08-20,fivethirtyeight-polls-plus,P,R,Trump,0.27365,,,0.4667700590825865
2020-08-19,fivethirtyeight-polls-plus,P,D,Biden,0.717275,,,0.53269913826716
2020-08-19,fivethirtyeight-polls-plus,P,R,Trump,0.278625,,,0.46730086173284
2020-08-18,fivethirtyeight-polls-plus,P,D,Biden,0.7291,,,0.5331414716520314
2020-08-18,fivethirtyeight-polls-plus,P,R,Trump,0.26775,,,0.4668585283479686
2020-08-17,fivethirtyeight-polls-plus,P,D,Biden,0.72375,,,0.5329257429242822
2020-08-17,fivethirtyeight-polls-plus,P,R,Trump,0.2724,,,0.46707425707571776
2020-08-16,fivethirtyeight-polls-plus,P,D,Biden,0.7145,,,0.5323200210056027
2020-08-16,fivethirtyeight-polls-plus,P,R,Trump,0.282075,,,0.4676799789943973
2020-08-15,fivethirtyeight-polls-plus,P,D,Biden,0.71915,,,0.5334052226319184
2020-08-15,fivethirtyeight-polls-plus,P,R,Trump,0.27745,,,0.4665947773680817
2020-08-14,fivethirtyeight-polls-plus,P,D,Biden,0.72925,,,0.5340612976512078
2020-08-14,fivethirtyeight-polls-plus,P,R,Trump,0.267475,,,0.46593870234879226
2020-08-13,fivethirtyeight-polls-plus,P,D,Biden,0.7216,,,0.5328120330306569
2020-08-13,fivethirtyeight-polls-plus,P,R,Trump,0.2752,,,0.46718796696934306
2020-08-12,fivethirtyeight-polls-plus,P,D,Biden,0.70875,,,0.532187922351766
2020-08-12,fivethirtyeight-polls-plus,P,R,Trump,0.28765,,,0.46781207764823396
2020-08-11,fivethirtyeight-polls-plus,P,D,Biden,0.71025,,,0.5318786035363987
2020-08-11,fivethirtyeight-polls-plus,P,R,Trump,0.2866,,,0.4681213964636013
2020-08-10,fivethirtyeight-polls-plus,P,D,Biden,0.712875,,,0.5319244472633966
2020-08-10,fivethirtyeight-polls-plus,P,R,Trump,0.28395,,,0.4680755527366034
2020-08-09,fivethirtyeight-polls-plus,P,D,Biden,0.709125,,,0.5313295393755282
2020-08-09,fivethirtyeight-polls-plus,P,R,Trump,0.287175,,,0.4686704606244719
2020-08-08,fivethirtyeight-polls-plus,P,D,Biden,0.7055,,,0.5311882843661835
2020-08-08,fivethirtyeight-polls-plus,P,R,Trump,0.2912,,,0.4688117156338165
2020-08-07,fivethirtyeight-polls-plus,P,D,Biden,0.6992,,,0.5308551935352558
2020-08-07,fivethirtyeight-polls-plus,P,R,Trump,0.29715,,,0.4691448064647442
2020-08-06,fivethirtyeight-polls-plus,P,D,Biden,0.703325,,,0.5309314316099192
2020-08-06,fivethirtyeight-polls-plus,P,R,Trump,0.2932,,,0.46906856839008076
2020-08-05,fivethirtyeight-polls-plus,P,D,Biden,0.698925,,,0.5306587573010191
2020-08-05,fivethirtyeight-polls-plus,P,R,Trump,0.297725,,,0.46934124269898087
2020-08-04,fivethirtyeight-polls-plus,P,D,Biden,0.716625,,,0.5327879591961435
2020-08-04,fivethirtyeight-polls-plus,P,R,Trump,0.2804,,,0.4672120408038565
2020-08-03,fivethirtyeight-polls-plus,P,D,Biden,0.712975,,,0.532465443907829
2020-08-03,fivethirtyeight-polls-plus,P,R,Trump,0.28325,,,0.467534556092171
2020-08-02,fivethirtyeight-polls-plus,P,D,Biden,0.712425,,,0.5324381525178544
2020-08-02,fivethirtyeight-polls-plus,P,R,Trump,0.283925,,,0.4675618474821456
2020-08-01,fivethirtyeight-polls-plus,P,D,Biden,0.710875,,,0.5326384973366793
2020-08-01,fivethirtyeight-polls-plus,P,R,Trump,0.286075,,,0.46736150266332066
2020-07-31,fivethirtyeight-polls-plus,P,D,Biden,0.710125,,,0.5323670277662709
2020-07-31,fivethirtyeight-polls-plus,P,R,Trump,0.2867,,,0.4676329722337292
2020-07-30,fivethirtyeight-polls-plus,P,D,Biden,0.7359,,,0.5345182778992996
2020-07-30,fivethirtyeight-polls-plus,P,R,Trump,0.2609,,,0.4654817221007003
2020-07-29,fivethirtyeight-polls-plus,P,D,Biden,0.729925,,,0.5345881380507471
2020-07-29,fivethirtyeight-polls-plus,P,R,Trump,0.266675,,,0.4654118619492528
2020-07-28,fivethirtyeight-polls-plus,P,D,Biden,0.7363,,,0.5352385668355635
2020-07-28,fivethirtyeight-polls-plus,P,R,Trump,0.260625,,,0.4647614331644366
2020-07-27,fivethirtyeight-polls-plus,P,D,Biden,0.729775,,,0.5345895305300414
2020-07-27,fivethirtyeight-polls-plus,P,R,Trump,0.26675,,,0.4654104694699585
2020-07-26,fivethirtyeight-polls-plus,P,D,Biden,0.729375,,,0.5340261871118737
2020-07-26,fivethirtyeight-polls-plus,P,R,Trump,0.267475,,,0.4659738128881263
2020-07-25,fivethirtyeight-polls-plus,P,D,Biden,0.735,,,0.5338562305082972
2020-07-25,fivethirtyeight-polls-plus,P,R,Trump,0.262025,,,0.4661437694917027
2020-07-24,fivethirtyeight-polls-plus,P,D,Biden,0.7265,,,0.5337987600670187
2020-07-24,fivethirtyeight-polls-plus,P,R,Trump,0.270275,,,0.46620123993298135
2020-07-23,fivethirtyeight-polls-plus,P,D,Biden,0.732575,,,0.5342854513318251
2020-07-23,fivethirtyeight-polls-plus,P,R,Trump,0.2641,,,0.4657145486681748
2020-07-22,fivethirtyeight-polls-plus,P,D,Biden,0.745,,,0.5348849606400956
2020-07-22,fivethirtyeight-polls-plus,P,R,Trump,0.252225,,,0.46511503935990434
2020-07-21,fivethirtyeight-polls-plus,P,D,Biden,0.73915,,,0.5341894020647897
2020-07-21,fivethirtyeight-polls-plus,P,R,Trump,0.2583,,,0.4658105979352103
2020-07-20,fivethirtyeight-polls-plus,P,D,Biden,0.74795,,,0.5354268574790448
2020-07-20,fivethirtyeight-polls-plus,P,R,Trump,0.24955,,,0.4645731425209551
2020-07-19,fivethirtyeight-polls-plus,P,D,Biden,0.7408,,,0.5349811689392725
2020-07-19,fivethirtyeight-polls-plus,P,R,Trump,0.2566,,,0.46501883106072744
2020-07-18,fivethirtyeight-polls-plus,P,D,Biden,0.7356,,,0.5350094636603853
2020-07-18,fivethirtyeight-polls-plus,P,R,Trump,0.26135,,,0.4649905363396148
2020-07-17,fivethirtyeight-polls-plus,P,D,Biden,0.73485,,,0.5349322925992502
2020-07-17,fivethirtyeight-polls-plus,P,R,Trump,0.2623,,,0.46506770740074976
2020-07-16,fivethirtyeight-polls-plus,P,D,Biden,0.73795,,,0.535514482077662
2020-07-16,fivethirtyeight-polls-plus,P,R,Trump,0.25935,,,0.46448551792233805
2020-07-15,fivethirtyeight-polls-plus,P,D,Biden,0.758,,,0.5367915588158282
2020-07-15,fivethirtyeight-polls-plus,P,R,Trump,0.2392,,,0.4632084411841718
2020-07-14,fivethirtyeight-polls-plus,P,D,Biden,0.7385,,,0.5358188056773563
2020-07-14,fivethirtyeight-polls-plus,P,R,Trump,0.258525,,,0.46418119432264376
2020-07-13,fivethirtyeight-polls-plus,P,D,Biden,0.73885,,,0.5360261585024709
2020-07-13,fivethirtyeight-polls-plus,P,R,Trump,0.258175,,,0.46397384149752907
2020-07-12,fivethirtyeight-polls-plus,P,D,Biden,0.726775,,,0.5352789669994573
2020-07-12,fivethirtyeight-polls-plus,P,R,Trump,0.27,,,0.46472103300054274
2020-07-11,fivethirtyeight-polls-plus,P,D,Biden,0.71715,,,0.534497305432461
2020-07-11,fivethirtyeight-polls-plus,P,R,Trump,0.27945,,,0.465502694567539
2020-07-10,fivethirtyeight-polls-plus,P,D,Biden,0.7216,,,0.5348240457692294
2020-07-10,fivethirtyeight-polls-plus,P,R,Trump,0.2752,,,0.4651759542307706
2020-07-09,fivethirtyeight-polls-plus,P,D,Biden,0.72455,,,0.5348241715880029
2020-07-09,fivethirtyeight-polls-plus,P,R,Trump,0.2727,,,0.46517582841199706
2020-07-08,fivethirtyeight-polls-plus,P,D,Biden,0.727375,,,0.5352570917008672
2020-07-08,fivethirtyeight-polls-plus,P,R,Trump,0.269625,,,0.46474290829913284
2020-07-07,fivethirtyeight-polls-plus,P,D,Biden,0.728375,,,0.5352915417754952
2020-07-07,fivethirtyeight-polls-plus,P,R,Trump,0.2684,,,0.4647084582245048
2020-07-06,fivethirtyeight-polls-plus,P,D,Biden,0.7158,,,0.5337364158787051
2020-07-06,fivethirtyeight-polls-plus,P,R,Trump,0.28085,,,0.46626358412129487
2020-07-05,fivethirtyeight-polls-plus,P,D,Biden,0.759375,,,0.5373959885465798
2020-07-05,fivethirtyeight-polls-plus,P,R,Trump,0.23735,,,0.4626040114534202
2020-07-04,fivethirtyeight-polls-plus,P,D,Biden,0.75685,,,0.537328608427757
2020-07-04,fivethirtyeight-polls-plus,P,R,Trump,0.239875,,,0.462671391572243
2020-07-03,fivethirtyeight-polls-plus,P,D,Biden,0.75895,,,0.5379472450871969
2020-07-03,fivethirtyeight-polls-plus,P,R,Trump,0.238125,,,0.462052754912803
2020-07-02,fivethirtyeight-polls-plus,P,D,Biden,0.7563,,,0.5374761777764088
2020-07-02,fivethirtyeight-polls-plus,P,R,Trump,0.240025,,,0.46252382222359123
2020-07-01,fivethirtyeight-polls-plus,P,D,Biden,0.761525,,,0.5377473303164853
2020-07-01,fivethirtyeight-polls-plus,P,R,Trump,0.23535,,,0.4622526696835147
2020-06-30,fivethirtyeight-polls-plus,P,D,Biden,0.761375,,,0.5377569441179475
2020-06-30,fivethirtyeight-polls-plus,P,R,Trump,0.235475,,,0.46224305588205256
2020-06-29,fivethirtyeight-polls-plus,P,D,Biden,0.78785,,,0.5399942205352166
2020-06-29,fivethirtyeight-polls-plus,P,R,Trump,0.209525,,,0.46000577946478344
2020-06-28,fivethirtyeight-polls-plus,P,D,Biden,0.785625,,,0.5399810266232161
2020-06-28,fivethirtyeight-polls-plus,P,R,Trump,0.211325,,,0.4600189733767839
2020-06-27,fivethirtyeight-polls-plus,P,D,Biden,0.788425,,,0.5399575884314843
2020-06-27,fivethirtyeight-polls-plus,P,R,Trump,0.2081,,,0.46004241156851566
2020-06-26,fivethirtyeight-polls-plus,P,D,Biden,0.79055,,,0.5403944055482106
2020-06-26,fivethirtyeight-polls-plus,P,R,Trump,0.206375,,,0.4596055944517894
2020-06-25,fivethirtyeight-polls-plus,P,D,Biden,0.7795,,,0.5393049545410658
2020-06-25,fivethirtyeight-polls-plus,P,R,Trump,0.21695,,,0.46069504545893425
2020-06-24,fivethirtyeight-polls-plus,P,D,Biden,0.786725,,,0.5401439028232937
2020-06-24,fivethirtyeight-polls-plus,P,R,Trump,0.210325,,,0.4598560971767062
2020-06-23,fivethirtyeight-polls-plus,P,D,Biden,0.780075,,,0.5395375664438159
2020-06-23,fivethirtyeight-polls-plus,P,R,Trump,0.2171,,,0.4604624335561841
2020-06-22,fivethirtyeight-polls-plus,P,D,Biden,0.7816,,,0.539890725996683
2020-06-22,fivethirtyeight-polls-plus,P,R,Trump,0.2154,,,0.46010927400331697
2020-06-21,fivethirtyeight-polls-plus,P,D,Biden,0.777475,,,0.5391227543463112
2020-06-21,fivethirtyeight-polls-plus,P,R,Trump,0.2195,,,0.4608772456536888
2020-06-20,fivethirtyeight-polls-plus,P,D,Biden,0.77515,,,0.5390136959930292
2020-06-20,fivethirtyeight-polls-plus,P,R,Trump,0.222,,,0.4609863040069708
2020-06-19,fivethirtyeight-polls-plus,P,D,Biden,0.771925,,,0.5385599389094102
2020-06-19,fivethirtyeight-polls-plus,P,R,Trump,0.225175,,,0.4614400610905898
2020-06-18,fivethirtyeight-polls-plus,P,D,Biden,0.75945,,,0.5377852019498077
2020-06-18,fivethirtyeight-polls-plus,P,R,Trump,0.2375,,,0.4622147980501923
2020-06-17,fivethirtyeight-polls-plus,P,D,Biden,0.761575,,,0.5376863695482581
2020-06-17,fivethirtyeight-polls-plus,P,R,Trump,0.235175,,,0.46231363045174184
2020-06-16,fivethirtyeight-polls-plus,P,D,Biden,0.75675,,,0.5370567249212979
2020-06-16,fivethirtyeight-polls-plus,P,R,Trump,0.2396,,,0.4629432750787022
2020-06-15,fivethirtyeight-polls-plus,P,D,Biden,0.749025,,,0.5363204944065336
2020-06-15,fivethirtyeight-polls-plus,P,R,Trump,0.2478,,,0.4636795055934664
2020-06-14,fivethirtyeight-polls-plus,P,D,Biden,0.76255,,,0.5378311113399139
2020-06-14,fivethirtyeight-polls-plus,P,R,Trump,0.234775,,,0.46216888866008615
2020-06-13,fivethirtyeight-polls-plus,P,D,Biden,0.75935,,,0.5370979654939456
2020-06-13,fivethirtyeight-polls-plus,P,R,Trump,0.23715,,,0.4629020345060544
2020-06-12,fivethirtyeight-polls-plus,P,D,Biden,0.7543,,,0.5365777013247265
2020-06-12,fivethirtyeight-polls-plus,P,R,Trump,0.24235,,,0.4634222986752735
2020-06-11,fivethirtyeight-polls-plus,P,D,Biden,0.75125,,,0.5362211893025117
2020-06-11,fivethirtyeight-polls-plus,P,R,Trump,0.245325,,,0.46377881069748833
2020-06-10,fivethirtyeight-polls-plus,P,D,Biden,0.711825,,,0.5337524087004245
2020-06-10,fivethirtyeight-polls-plus,P,R,Trump,0.28395,,,0.4662475912995755
2020-06-09,fivethirtyeight-polls-plus,P,D,Biden,0.7072,,,0.5325403733694347
2020-06-09,fivethirtyeight-polls-plus,P,R,Trump,0.288525,,,0.4674596266305653
2020-06-08,fivethirtyeight-polls-plus,P,D,Biden,0.692525,,,0.5313691850272495
2020-06-08,fivethirtyeight-polls-plus,P,R,Trump,0.303425,,,0.4686308149727505
2020-06-07,fivethirtyeight-polls-plus,P,D,Biden,0.6935,,,0.5311065699312261
2020-06-07,fivethirtyeight-polls-plus,P,R,Trump,0.302275,,,0.468893430068774
2020-06-06,fivethirtyeight-polls-plus,P,D,Biden,0.69085,,,0.5307427074302358
2020-06-06,fivethirtyeight-polls-plus,P,R,Trump,0.30525,,,0.46925729256976423
2020-06-05,fivethirtyeight-polls-plus,P,D,Biden,0.687725,,,0.5302007513203431
