date,model,office,state,party,candidate,win_prob,est_diff,est_share,est_share_2p
2020-11-03,fivethirtyeight-polls-plus,P,GA,R,Trump,0.418475,-0.009522377,,0.4952030898823199
2020-11-03,fivethirtyeight-polls-plus,P,FL,D,Biden,0.691,0.02464648,,0.5124103879394297
2020-11-03,fivethirtyeight-polls-plus,P,FL,R,Trump,0.309,-0.02464648,,0.48758961206057033
2020-11-03,fivethirtyeight-polls-plus,P,DC,D,Biden,1.0,0.8586366,,0.9440345536633861
2020-11-03,fivethirtyeight-polls-plus,P,DC,R,Trump,0.0,-0.8586366,,0.05596544633661393
2020-11-03,fivethirtyeight-polls-plus,P,DE,D,Biden,0.99995,0.2562977,,0.6295463310461604
2020-11-03,fivethirtyeight-polls-plus,P,DE,R,Trump,5e-05,-0.2562977,,0.3704536689538396
2020-11-03,fivethirtyeight-polls-plus,P,CT,D,Biden,0.9992,0.2403479,,0.6212432548864713
2020-11-03,fivethirtyeight-polls-plus,P,CT,R,Trump,0.0008,-0.2403479,,0.37875674511352875
2020-11-03,fivethirtyeight-polls-plus,P,CO,D,Biden,0.96835,0.1171351,,0.5601571156877803
2020-11-03,fivethirtyeight-polls-plus,P,CO,R,Trump,0.03165,-0.1171351,,0.4398428843122198
2020-11-03,fivethirtyeight-polls-plus,P,CA,D,Biden,0.998575,0.2994959,,0.6525335015519924
2020-11-03,fivethirtyeight-polls-plus,P,CA,R,Trump,0.001425,-0.2994959,,0.3474664984480076
2020-11-03,fivethirtyeight-polls-plus,P,AR,D,Biden,0.0102,-0.22681249999999997,,0.3845512734895584
2020-11-03,fivethirtyeight-polls-plus,P,AR,R,Trump,0.9898,0.22681249999999997,,0.6154487265104416
2020-11-03,fivethirtyeight-polls-plus,P,AZ,D,Biden,0.680225,0.02588351,,0.5131040460262188
2020-11-03,fivethirtyeight-polls-plus,P,AZ,R,Trump,0.319775,-0.02588351,,0.48689595397378116
2020-11-03,fivethirtyeight-polls-plus,P,AK,D,Biden,0.1495,-0.08454002000000001,,0.4566217819611881
2020-11-03,fivethirtyeight-polls-plus,P,AK,R,Trump,0.8505,0.08454002000000001,,0.5433782180388119
2020-11-03,fivethirtyeight-polls-plus,P,AL,D,Biden,0.01645,-0.200006,,0.3992226469748251
2020-11-03,fivethirtyeight-polls-plus,P,AL,R,Trump,0.98355,0.200006,,0.6007773530251749
2020-11-02,fivethirtyeight-polls-plus,P,WY,D,Biden,0.001825,-0.34727959999999997,,0.32066487510353814
2020-11-02,fivethirtyeight-polls-plus,P,WY,R,Trump,0.998175,0.34727959999999997,,0.6793351248964619
2020-11-02,fivethirtyeight-polls-plus,P,WI,D,Biden,0.943125,0.08308431000000001,,0.5419333842820128
2020-11-02,fivethirtyeight-polls-plus,P,WI,R,Trump,0.056875,-0.08308431000000001,,0.45806661571798724
2020-11-02,fivethirtyeight-polls-plus,P,WV,D,Biden,0.007625,-0.3070771,,0.34373692515860277
2020-11-02,fivethirtyeight-polls-plus,P,WV,R,Trump,0.992375,0.3070771,,0.6562630748413972
2020-11-02,fivethirtyeight-polls-plus,P,WA,D,Biden,0.992025,0.237563,,0.6214905199110813
2020-11-02,fivethirtyeight-polls-plus,P,WA,R,Trump,0.007975,-0.237563,,0.3785094800889187
2020-11-02,fivethirtyeight-polls-plus,P,VA,D,Biden,0.99125,0.12498419999999999,,0.5630824067031313
2020-11-02,fivethirtyeight-polls-plus,P,VA,R,Trump,0.00875,-0.12498419999999999,,0.43691759329686874
2020-11-02,fivethirtyeight-polls-plus,P,VT,D,Biden,0.995775,0.38101199999999996,,0.6979301213351353
2020-11-02,fivethirtyeight-polls-plus,P,VT,R,Trump,0.004225,-0.38101199999999996,,0.3020698786648647
2020-11-02,fivethirtyeight-polls-plus,P,UT,D,Biden,0.045975,-0.1375565,,0.4292045249732297
2020-11-02,fivethirtyeight-polls-plus,P,UT,R,Trump,0.954025,0.1375565,,0.5707954750267703
2020-11-02,fivethirtyeight-polls-plus,P,TX,D,Biden,0.38465,-0.015089120000000001,,0.4923864998586701
2020-11-02,fivethirtyeight-polls-plus,P,TX,R,Trump,0.61535,0.015089120000000001,,0.5076135001413299
2020-11-02,fivethirtyeight-polls-plus,P,TN,D,Biden,0.03255,-0.1569461,,0.42058538651817534
2020-11-02,fivethirtyeight-polls-plus,P,TN,R,Trump,0.96745,0.1569461,,0.5794146134818247
2020-11-02,fivethirtyeight-polls-plus,P,SD,D,Biden,0.0522,-0.1698364,,0.41388362143668644
2020-11-02,fivethirtyeight-polls-plus,P,SD,R,Trump,0.9478,0.1698364,,0.5861163785633136
2020-11-02,fivethirtyeight-polls-plus,P,SC,D,Biden,0.10015,-0.07495224,,0.4622429945146975
2020-11-02,fivethirtyeight-polls-plus,P,SC,R,Trump,0.89985,0.07495224,,0.5377570054853025
2020-11-02,fivethirtyeight-polls-plus,P,RI,D,Biden,0.999075,0.27271650000000003,,0.6382892519698814
2020-11-02,fivethirtyeight-polls-plus,P,RI,R,Trump,0.000925,-0.27271650000000003,,0.3617107480301186
2020-11-02,fivethirtyeight-polls-plus,P,PA,D,Biden,0.8424,0.04657645,,0.5234512565870497
2020-11-02,fivethirtyeight-polls-plus,P,PA,R,Trump,0.1576,-0.04657645,,0.4765487434129502
2020-11-02,fivethirtyeight-polls-plus,P,OR,D,Biden,0.981975,0.1940996,,0.5990681551521774
2020-11-02,fivethirtyeight-polls-plus,P,OR,R,Trump,0.018025,-0.1940996,,0.4009318448478226
2020-11-02,fivethirtyeight-polls-plus,P,OK,D,Biden,0.005875,-0.2523405,,0.37247597949349887
2020-11-02,fivethirtyeight-polls-plus,P,OK,R,Trump,0.994125,0.2523405,,0.6275240205065011
2020-11-02,fivethirtyeight-polls-plus,P,OH,D,Biden,0.453925,-0.005946066,,0.4969967702438576
2020-11-02,fivethirtyeight-polls-plus,P,OH,R,Trump,0.546075,0.005946066,,0.5030032297561424
2020-11-02,fivethirtyeight-polls-plus,P,ND,D,Biden,0.024025,-0.2170014,,0.38877987906709366
2020-11-02,fivethirtyeight-polls-plus,P,ND,R,Trump,0.975975,0.2170014,,0.6112201209329063
2020-11-02,fivethirtyeight-polls-plus,P,NC,D,Biden,0.637675,0.017613,,0.5088684711023692
2020-11-02,fivethirtyeight-polls-plus,P,NC,R,Trump,0.362325,-0.017613,,0.49113152889763084
2020-11-02,fivethirtyeight-polls-plus,P,NY,D,Biden,0.999925,0.29096150000000004,,0.6469284150592618
2020-11-02,fivethirtyeight-polls-plus,P,NY,R,Trump,7.5e-05,-0.29096150000000004,,0.35307158494073815
2020-11-02,fivethirtyeight-polls-plus,P,NM,D,Biden,0.978575,0.1302684,,0.5663426679420325
2020-11-02,fivethirtyeight-polls-plus,P,NM,R,Trump,0.021425,-0.1302684,,0.4336573320579675
2020-11-02,fivethirtyeight-polls-plus,P,NJ,D,Biden,0.99255,0.20312479999999997,,0.6024048837763865
2020-11-02,fivethirtyeight-polls-plus,P,NJ,R,Trump,0.00745,-0.20312479999999997,,0.39759511622361354
2020-11-02,fivethirtyeight-polls-plus,P,NH,D,Biden,0.8912,0.1060623,,0.5535444755324823
2020-11-02,fivethirtyeight-polls-plus,P,NH,R,Trump,0.1088,-0.1060623,,0.4464555244675177
2020-11-02,fivethirtyeight-polls-plus,P,NV,D,Biden,0.87715,0.06129698,,0.5311011523921458
2020-11-02,fivethirtyeight-polls-plus,P,NV,R,Trump,0.12285,-0.06129698,,0.4688988476078542
2020-11-02,fivethirtyeight-polls-plus,P,NE,D,Biden,0.0056,-0.180051,,0.4084734877409987
2020-11-02,fivethirtyeight-polls-plus,P,NE,R,Trump,0.9944,0.180051,,0.5915265122590013
2020-11-02,fivethirtyeight-polls-plus,P,NE-3,D,Biden,0.000225,-0.47027749999999996,,0.2598003146904331
2020-11-02,fivethirtyeight-polls-plus,P,NE-3,R,Trump,0.999775,0.47027749999999996,,0.7401996853095669
2020-11-02,fivethirtyeight-polls-plus,P,NE-2,D,Biden,0.7187,0.032407319999999996,,0.51640590694256
2020-11-02,fivethirtyeight-polls-plus,P,NE-2,R,Trump,0.2813,-0.032407319999999996,,0.48359409305744006
2020-11-02,fivethirtyeight-polls-plus,P,NE-1,D,Biden,0.038225,-0.121841,,0.43807969764601107
2020-11-02,fivethirtyeight-polls-plus,P,NE-1,R,Trump,0.961775,0.121841,,0.5619203023539889
2020-11-02,fivethirtyeight-polls-plus,P,MT,D,Biden,0.178725,-0.06361570999999999,,0.46756719250248824
2020-11-02,fivethirtyeight-polls-plus,P,MT,R,Trump,0.821275,0.06361570999999999,,0.5324328074975118
2020-11-02,fivethirtyeight-polls-plus,P,MO,D,Biden,0.062225,-0.09441651000000001,,0.4521682417300057
2020-11-02,fivethirtyeight-polls-plus,P,MO,R,Trump,0.937775,0.09441651000000001,,0.5478317582699943
2020-11-02,fivethirtyeight-polls-plus,P,MS,D,Biden,0.084425,-0.14333089999999998,,0.42780493367641037
2020-11-02,fivethirtyeight-polls-plus,P,MS,R,Trump,0.915575,0.14333089999999998,,0.5721950663235896
2020-11-02,fivethirtyeight-polls-plus,P,MN,D,Biden,0.957175,0.09093201,,0.5462355161901593
2020-11-02,fivethirtyeight-polls-plus,P,MN,R,Trump,0.042825,-0.09093201,,0.45376448380984064
2020-11-02,fivethirtyeight-polls-plus,P,MI,D,Biden,0.94665,0.07981161,,0.540300039163117
2020-11-02,fivethirtyeight-polls-plus,P,MI,R,Trump,0.05335,-0.07981161,,0.45969996083688297
2020-11-02,fivethirtyeight-polls-plus,P,MA,D,Biden,0.9996,0.3483064,,0.6768235180400334
2020-11-02,fivethirtyeight-polls-plus,P,MA,R,Trump,0.0004,-0.3483064,,0.3231764819599666
2020-11-02,fivethirtyeight-polls-plus,P,MD,D,Biden,0.999525,0.3134613,,0.6589300971870099
2020-11-02,fivethirtyeight-polls-plus,P,MD,R,Trump,0.000475,-0.3134613,,0.3410699028129901
2020-11-02,fivethirtyeight-polls-plus,P,ME,D,Biden,0.9004,0.1180091,,0.559884231393907
2020-11-02,fivethirtyeight-polls-plus,P,ME,R,Trump,0.0996,-0.1180091,,0.44011576860609297
2020-11-02,fivethirtyeight-polls-plus,P,ME-2,D,Biden,0.572475,0.01596222,,0.5081083590739945
2020-11-02,fivethirtyeight-polls-plus,P,ME-2,R,Trump,0.427525,-0.01596222,,0.49189164092600546
2020-11-02,fivethirtyeight-polls-plus,P,ME-1,D,Biden,0.972175,0.21002949999999998,,0.6064824292673203
2020-11-02,fivethirtyeight-polls-plus,P,ME-1,R,Trump,0.027825,-0.21002949999999998,,0.39351757073267973
2020-11-02,fivethirtyeight-polls-plus,P,LA,D,Biden,0.028275,-0.1855781,,0.40626610294428867
2020-11-02,fivethirtyeight-polls-plus,P,LA,R,Trump,0.971725,0.1855781,,0.5937338970557113
2020-11-02,fivethirtyeight-polls-plus,P,KY,D,Biden,0.01455,-0.1800705,,0.4088673256559443
2020-11-02,fivethirtyeight-polls-plus,P,KY,R,Trump,0.98545,0.1800705,,0.5911326743440557
2020-11-02,fivethirtyeight-polls-plus,P,KS,D,Biden,0.014125,-0.13214620000000002,,0.4327249779103508
2020-11-02,fivethirtyeight-polls-plus,P,KS,R,Trump,0.985875,0.13214620000000002,,0.5672750220896492
2020-11-02,fivethirtyeight-polls-plus,P,IA,D,Biden,0.398725,-0.014649080000000002,,0.4925603927541392
2020-11-02,fivethirtyeight-polls-plus,P,IA,R,Trump,0.601275,0.014649080000000002,,0.5074396072458608
2020-11-02,fivethirtyeight-polls-plus,P,IN,D,Biden,0.035275,-0.1077079,,0.44546249325166853
2020-11-02,fivethirtyeight-polls-plus,P,IN,R,Trump,0.964725,0.1077079,,0.5545375067483315
2020-11-02,fivethirtyeight-polls-plus,P,IL,D,Biden,0.99945,0.17860399999999998,,0.5905078909356705
2020-11-02,fivethirtyeight-polls-plus,P,IL,R,Trump,0.00055,-0.17860399999999998,,0.40949210906432953
2020-11-02,fivethirtyeight-polls-plus,P,ID,D,Biden,0.005725,-0.2194575,,0.3868578532608108
2020-11-02,fivethirtyeight-polls-plus,P,ID,R,Trump,0.994275,0.2194575,,0.6131421467391892
2020-11-02,fivethirtyeight-polls-plus,P,HI,D,Biden,0.9936,0.36616209999999993,,0.685987155094498
2020-11-02,fivethirtyeight-polls-plus,P,HI,R,Trump,0.0064,-0.36616209999999993,,0.3140128449055019
2020-11-02,fivethirtyeight-polls-plus,P,GA,D,Biden,0.580625,0.009534786,,0.5048031566191356
2020-11-02,fivethirtyeight-polls-plus,P,GA,R,Trump,0.419375,-0.009534786,,0.4951968433808645
2020-11-02,fivethirtyeight-polls-plus,P,FL,D,Biden,0.6891,0.02466887,,0.5124217162834058
2020-11-02,fivethirtyeight-polls-plus,P,FL,R,Trump,0.3109,-0.02466887,,0.4875782837165942
2020-11-02,fivethirtyeight-polls-plus,P,DC,D,Biden,1.0,0.8585632,,0.9439965623906477
2020-11-02,fivethirtyeight-polls-plus,P,DC,R,Trump,0.0,-0.8585632,,0.056003437609352294
2020-11-02,fivethirtyeight-polls-plus,P,DE,D,Biden,0.99995,0.2562528,,0.6295236867710425
2020-11-02,fivethirtyeight-polls-plus,P,DE,R,Trump,5e-05,-0.2562528,,0.3704763132289574
2020-11-02,fivethirtyeight-polls-plus,P,CT,D,Biden,0.999275,0.2402919,,0.6212150057431518
2020-11-02,fivethirtyeight-polls-plus,P,CT,R,Trump,0.000725,-0.2402919,,0.37878499425684825
2020-11-02,fivethirtyeight-polls-plus,P,CO,D,Biden,0.96845,0.1173071,,0.5602454950344387
2020-11-02,fivethirtyeight-polls-plus,P,CO,R,Trump,0.03155,-0.1173071,,0.4397545049655614
2020-11-02,fivethirtyeight-polls-plus,P,CA,D,Biden,0.998475,0.2994901,,0.6525305476073506
2020-11-02,fivethirtyeight-polls-plus,P,CA,R,Trump,0.001525,-0.2994901,,0.3474694523926493
2020-11-02,fivethirtyeight-polls-plus,P,AR,D,Biden,0.009575,-0.2270241,,0.3844436698520872
2020-11-02,fivethirtyeight-polls-plus,P,AR,R,Trump,0.990425,0.2270241,,0.6155563301479128
2020-11-02,fivethirtyeight-polls-plus,P,AZ,D,Biden,0.680825,0.02582914,,0.513076554121354
2020-11-02,fivethirtyeight-polls-plus,P,AZ,R,Trump,0.319175,-0.02582914,,0.48692344587864594
2020-11-02,fivethirtyeight-polls-plus,P,AK,D,Biden,0.149825,-0.08441042,,0.4566882339956507
2020-11-02,fivethirtyeight-polls-plus,P,AK,R,Trump,0.850175,0.08441042,,0.5433117660043493
2020-11-02,fivethirtyeight-polls-plus,P,AL,D,Biden,0.0166,-0.2000597,,0.3991955992257711
2020-11-02,fivethirtyeight-polls-plus,P,AL,R,Trump,0.9834,0.2000597,,0.6008044007742289
2020-11-01,fivethirtyeight-polls-plus,P,WY,D,Biden,0.001625,-0.34758690000000003,,0.3205387139327821
2020-11-01,fivethirtyeight-polls-plus,P,WY,R,Trump,0.998375,0.34758690000000003,,0.6794612860672179
2020-11-01,fivethirtyeight-polls-plus,P,WI,D,Biden,0.92845,0.07720766999999999,,0.5389593659016625
2020-11-01,fivethirtyeight-polls-plus,P,WI,R,Trump,0.07155,-0.07720766999999999,,0.46104063409833757
2020-11-01,fivethirtyeight-polls-plus,P,WV,D,Biden,0.008275,-0.30022990000000005,,0.3471287621559188
2020-11-01,fivethirtyeight-polls-plus,P,WV,R,Trump,0.991725,0.30022990000000005,,0.6528712378440812
2020-11-01,fivethirtyeight-polls-plus,P,WA,D,Biden,0.991025,0.2359955,,0.6205844430634878
2020-11-01,fivethirtyeight-polls-plus,P,WA,R,Trump,0.008975,-0.2359955,,0.3794155569365122
2020-11-01,fivethirtyeight-polls-plus,P,VA,D,Biden,0.988575,0.11925480000000001,,0.5601803855265262
2020-11-01,fivethirtyeight-polls-plus,P,VA,R,Trump,0.011425,-0.11925480000000001,,0.4398196144734739
2020-11-01,fivethirtyeight-polls-plus,P,VT,D,Biden,0.995375,0.3755585,,0.6925372577278743
2020-11-01,fivethirtyeight-polls-plus,P,VT,R,Trump,0.004625,-0.3755585,,0.30746274227212567
2020-11-01,fivethirtyeight-polls-plus,P,UT,D,Biden,0.041425,-0.14303570000000002,,0.4265062937557348
2020-11-01,fivethirtyeight-polls-plus,P,UT,R,Trump,0.958575,0.14303570000000002,,0.5734937062442652
2020-11-01,fivethirtyeight-polls-plus,P,TX,D,Biden,0.376975,-0.01619328,,0.49182706643509055
2020-11-01,fivethirtyeight-polls-plus,P,TX,R,Trump,0.623025,0.01619328,,0.5081729335649094
2020-11-01,fivethirtyeight-polls-plus,P,TN,D,Biden,0.029075,-0.1620787,,0.4181114741760582
2020-11-01,fivethirtyeight-polls-plus,P,TN,R,Trump,0.970925,0.1620787,,0.5818885258239418
2020-11-01,fivethirtyeight-polls-plus,P,SD,D,Biden,0.0518,-0.16847260000000003,,0.4145240248370162
2020-11-01,fivethirtyeight-polls-plus,P,SD,R,Trump,0.9482,0.16847260000000003,,0.5854759751629838
2020-11-01,fivethirtyeight-polls-plus,P,SC,D,Biden,0.083125,-0.08281060999999999,,0.45823943451732585
2020-11-01,fivethirtyeight-polls-plus,P,SC,R,Trump,0.916875,0.08281060999999999,,0.5417605654826742
2020-11-01,fivethirtyeight-polls-plus,P,RI,D,Biden,0.9991,0.27130390000000004,,0.6374479688643537
2020-11-01,fivethirtyeight-polls-plus,P,RI,R,Trump,0.0009,-0.27130390000000004,,0.3625520311356463
2020-11-01,fivethirtyeight-polls-plus,P,PA,D,Biden,0.860725,0.05037947,,0.5253660618863536
2020-11-01,fivethirtyeight-polls-plus,P,PA,R,Trump,0.139275,-0.05037947,,0.47463393811364646
